City,Date,Year,Month Name,Day,Season,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,AQI,AQI_Bucket
Ahmedabad,01/10/2015,2015,October,1,Post-Monsoon,76.41,17.96,34.7,52.67,,15.44,31.49,0,396,Very Poor
Ahmedabad,02/10/2015,2015,October,2,Post-Monsoon,102.49,33.31,37.85,71.17,,27.32,24.85,,450,Severe
Ahmedabad,03/10/2015,2015,October,3,Post-Monsoon,127.94,11.14,28.38,39.52,,25.59,15.17,,450,Severe
Ahmedabad,04/10/2015,2015,October,4,Post-Monsoon,87.18,7.83,21.51,29.34,,6.98,23.17,5.59,230,Poor
Ahmedabad,05/10/2015,2015,October,5,Post-Monsoon,99.73,20.16,30.23,50.39,,,20.91,,309,Very Poor
Ahmedabad,06/10/2015,2015,October,6,Post-Monsoon,84.15,15.83,32.1,47.93,,19.37,23.12,,450,Severe
Ahmedabad,07/10/2015,2015,October,7,Post-Monsoon,92.12,18.21,32.5,50.71,,,29.97,6.26,397,Very Poor
Ahmedabad,08/10/2015,2015,October,8,Post-Monsoon,94.02,27.14,36.97,64.11,,24.88,23.51,,450,Severe
Ahmedabad,09/10/2015,2015,October,9,Post-Monsoon,150.27,15.9,34.86,50.77,,26.35,31.96,,450,Severe
Ahmedabad,10/10/2015,2015,October,10,Post-Monsoon,118.91,5.42,29.22,34.64,,,24.89,6.23,355,Very Poor
Ahmedabad,11/10/2015,2015,October,11,Post-Monsoon,91.41,5.19,23.45,28.63,,25.44,6.25,0.69,227,Poor
Ahmedabad,12/10/2015,2015,October,12,Post-Monsoon,95.9,10.38,33.63,44.01,,,27.34,3.24,316,Very Poor
Ahmedabad,13/10/2015,2015,October,13,Post-Monsoon,137.87,20.2,32.98,53.18,,21.89,17.41,,450,Severe
Ahmedabad,14/10/2015,2015,October,14,Post-Monsoon,90.71,18.12,25.73,43.85,,17.89,26.02,7.32,370,Very Poor
Ahmedabad,15/10/2015,2015,October,15,Post-Monsoon,108.68,17.03,32.87,49.9,,22.59,19.56,,450,Severe
Ahmedabad,16/10/2015,2015,October,16,Post-Monsoon,98.79,17.72,31.2,48.92,,26.09,30.19,,393,Very Poor
Ahmedabad,17/10/2015,2015,October,17,Post-Monsoon,145.75,20.61,34.71,55.33,,24.66,,,450,Severe
Ahmedabad,18/10/2015,2015,October,18,Post-Monsoon,,,39.42,,,,,,450,Severe
Ahmedabad,19/10/2015,2015,October,19,Post-Monsoon,,15.49,35.22,48.6,,,53.98,,450,Severe
Ahmedabad,20/10/2015,2015,October,20,Post-Monsoon,,23.03,36.63,59.66,,,5.36,0,450,Severe
Ahmedabad,22/10/2015,2015,October,22,Post-Monsoon,64.66,4.79,23.83,28.61,,,24.76,6.24,213,Poor
Ahmedabad,23/10/2015,2015,October,23,Post-Monsoon,78.14,10.58,28.93,39.51,,,35.56,4.72,297,Poor
Ahmedabad,24/10/2015,2015,October,24,Post-Monsoon,100.17,32.27,34.16,66.43,,27.73,23.95,,450,Severe
Ahmedabad,25/10/2015,2015,October,25,Post-Monsoon,147.35,34.64,39.1,73.74,,,26.43,5.8,450,Severe
Ahmedabad,26/10/2015,2015,October,26,Post-Monsoon,,,55.67,,,20.47,38,1.69,450,Severe
Ahmedabad,28/10/2015,2015,October,28,Post-Monsoon,89.64,5.42,25.75,31.18,,,43.04,6.48,270,Poor
Ahmedabad,29/10/2015,2015,October,29,Post-Monsoon,51.72,1.89,21.15,23.04,1.89,,66.58,3.96,188,Moderate
Ahmedabad,30/10/2015,2015,October,30,Post-Monsoon,54.59,2.31,18.33,20.64,2.31,19.08,42.43,3.47,114,Moderate
Ahmedabad,31/10/2015,2015,October,31,Post-Monsoon,46.5,1.22,12.1,13.32,1.22,13.73,61.56,1.9,143,Moderate
Ahmedabad,03/11/2015,2015,November,3,Post-Monsoon,147.18,33.06,36.87,69.93,,21.24,,,450,Severe
Ahmedabad,05/11/2015,2015,November,5,Post-Monsoon,,28.41,35.31,60.37,,,,,450,Severe
Ahmedabad,06/11/2015,2015,November,6,Post-Monsoon,,39.61,50.11,,,,27.9,,354,Very Poor
Ahmedabad,07/11/2015,2015,November,7,Post-Monsoon,,9.39,29.04,38.43,,29.18,33.21,,381,Very Poor
Ahmedabad,08/11/2015,2015,November,8,Post-Monsoon,127.64,6.74,31.91,38.64,,26.94,47.33,,355,Very Poor
Ahmedabad,28/06/2016,2016,June,28,Monsoon,27.29,9.81,28.12,37.93,,1.61,39.26,0,272,Poor
Ahmedabad,29/06/2016,2016,June,29,Monsoon,41.43,10.45,31.82,42.09,,1.7,28.05,0,253,Poor
Ahmedabad,30/06/2016,2016,June,30,Monsoon,30.16,10.41,15.99,26.4,,1.6,23.76,0,256,Poor
Ahmedabad,01/07/2016,2016,July,1,Monsoon,29.42,9.39,10.11,19.5,,1.57,16.42,0,257,Poor
Ahmedabad,02/07/2016,2016,July,2,Monsoon,20.87,9.04,7.49,16.54,,1.6,14.27,0,213,Poor
Ahmedabad,03/07/2016,2016,July,3,Monsoon,35.08,8.36,6.52,14.88,,1.63,19.44,0,218,Poor
Ahmedabad,04/07/2016,2016,July,4,Monsoon,40.23,8.68,2.79,11.47,,1.69,15.16,0,214,Poor
Ahmedabad,05/07/2016,2016,July,5,Monsoon,54.25,8.11,2.78,10.89,,1.42,18.46,0,207,Poor
Ahmedabad,06/07/2016,2016,July,6,Monsoon,49.04,7.38,1.65,9.03,,1.44,15.33,0,169,Moderate
Ahmedabad,14/07/2016,2016,July,14,Monsoon,38.13,,48.06,43.98,,23.13,,0,450,Severe
Ahmedabad,15/07/2016,2016,July,15,Monsoon,36.47,0.98,37.13,22.38,0.98,19.01,,0,72,Satisfactory
Ahmedabad,16/07/2016,2016,July,16,Monsoon,40.9,4.09,36.77,24.99,,17.01,,0,91,Satisfactory
Ahmedabad,17/07/2016,2016,July,17,Monsoon,34.19,6.02,34.38,20.93,,14.17,,0,124,Moderate
Ahmedabad,18/07/2016,2016,July,18,Monsoon,32.92,4.92,36.8,25.92,,14.66,,0,145,Moderate
Ahmedabad,19/07/2016,2016,July,19,Monsoon,41.39,,54.7,48.42,,15.75,,0,450,Severe
Ahmedabad,20/07/2016,2016,July,20,Monsoon,31.71,1.67,22.75,18.5,1.67,15.47,,0,450,Severe
Ahmedabad,21/07/2016,2016,July,21,Monsoon,33.48,1.94,30.88,27.87,1.94,14.26,,0,114,Moderate
Ahmedabad,22/07/2016,2016,July,22,Monsoon,30.8,2.57,25.15,24.2,2.57,17.02,,0,148,Moderate
Ahmedabad,23/07/2016,2016,July,23,Monsoon,30.47,1.64,38.78,36.5,1.64,15.8,,0,99,Satisfactory
Ahmedabad,24/07/2016,2016,July,24,Monsoon,34.64,6.67,39.23,38.7,,15.07,,0,117,Moderate
Ahmedabad,25/07/2016,2016,July,25,Monsoon,43.71,8.85,39.95,40.31,,15.37,,0,275,Poor
Ahmedabad,26/07/2016,2016,July,26,Monsoon,46.52,3.87,33.24,33.53,,15,6.9,0,183,Moderate
Ahmedabad,27/07/2016,2016,July,27,Monsoon,36.54,18.76,20.32,33.01,,16.78,11.46,6.37,336,Very Poor
Ahmedabad,28/07/2016,2016,July,28,Monsoon,36.87,26.51,23.28,47.75,,13.74,4.91,4.83,450,Severe
Ahmedabad,29/07/2016,2016,July,29,Monsoon,46.19,,29.66,,,14.31,4.77,5.5,450,Severe
Ahmedabad,30/07/2016,2016,July,30,Monsoon,48.44,,30.66,,,15.67,4.26,1.62,450,Severe
Ahmedabad,31/07/2016,2016,July,31,Monsoon,40.18,,28.27,,,14.63,4.33,0,450,Severe
Ahmedabad,01/08/2016,2016,August,1,Monsoon,33.5,,30.42,,,14.95,4.81,0,450,Severe
Ahmedabad,02/08/2016,2016,August,2,Monsoon,29.36,,29.75,,,15.31,3.68,0,450,Severe
Ahmedabad,03/08/2016,2016,August,3,Monsoon,44.59,,29.34,,,14.18,4.91,0.13,450,Severe
Ahmedabad,04/08/2016,2016,August,4,Monsoon,50.65,10.63,13,19.88,,13.06,6.21,,450,Severe
Ahmedabad,05/08/2016,2016,August,5,Monsoon,33.93,5.06,13.41,16.13,,19.54,6.16,3.24,234,Poor
Ahmedabad,08/08/2016,2016,August,8,Monsoon,93.34,9.72,27.88,34.75,,13.18,1.4,0.1,327,Very Poor
Ahmedabad,09/08/2016,2016,August,9,Monsoon,38.06,6.96,22.63,29.58,,14.75,3.47,2.67,257,Poor
Ahmedabad,10/08/2016,2016,August,10,Monsoon,20.19,10.41,18.13,28.54,,15.01,4.9,,300,Poor
Ahmedabad,11/08/2016,2016,August,11,Monsoon,10.45,12.59,17.81,30.41,,14.26,5.87,5.66,309,Very Poor
Ahmedabad,12/08/2016,2016,August,12,Monsoon,29.87,13.53,14.69,28.22,,14.56,9.6,,316,Very Poor
Ahmedabad,13/08/2016,2016,August,13,Monsoon,60.18,8.64,13.25,21.89,,15.3,13.19,3.04,296,Poor
Ahmedabad,14/08/2016,2016,August,14,Monsoon,85.1,8.14,12.91,21.04,,14.51,12.45,2.64,240,Poor
Ahmedabad,15/08/2016,2016,August,15,Monsoon,55.55,8.38,13.45,21.83,,16.6,11.84,3.91,220,Poor
Ahmedabad,16/08/2016,2016,August,16,Monsoon,,15.47,17.88,33.33,,14.21,10.05,3.98,450,Severe
Ahmedabad,17/08/2016,2016,August,17,Monsoon,35.05,7.66,16.07,23.73,,16.13,9.81,3.92,341,Very Poor
Ahmedabad,18/08/2016,2016,August,18,Monsoon,37.68,6.39,9.49,15.88,,16.15,13.7,2.5,216,Poor
Ahmedabad,19/08/2016,2016,August,19,Monsoon,32.78,6.08,12.1,20.94,,12.29,13.13,2.6,174,Moderate
Ahmedabad,20/08/2016,2016,August,20,Monsoon,53.5,12,14.19,26.57,,16.32,5.48,,252,Poor
Ahmedabad,21/08/2016,2016,August,21,Monsoon,48.24,10.91,15.52,26.43,,16.16,5.98,6.48,283,Poor
Ahmedabad,22/08/2016,2016,August,22,Monsoon,63.27,8.82,13.23,25.6,,24.81,8.68,4.04,282,Poor
Ahmedabad,23/08/2016,2016,August,23,Monsoon,40.43,7.42,10.29,23.27,,12.24,5,2.99,189,Moderate
Ahmedabad,24/08/2016,2016,August,24,Monsoon,31.15,8.91,9.94,18.86,,21.48,12.97,3.07,204,Poor
Ahmedabad,25/08/2016,2016,August,25,Monsoon,33.76,9.15,12.22,21.37,,17.68,8.36,2.68,207,Poor
Ahmedabad,26/08/2016,2016,August,26,Monsoon,35.95,10.05,9.75,19.8,,16.66,8.61,2.59,218,Poor
Ahmedabad,27/08/2016,2016,August,27,Monsoon,58.07,10.51,8.67,19.18,,21.2,19.87,3.49,243,Poor
Ahmedabad,28/08/2016,2016,August,28,Monsoon,46.04,9.72,8.75,18.46,,17.27,10.35,2.09,219,Poor
Ahmedabad,29/08/2016,2016,August,29,Monsoon,52.27,10.79,9.23,20.02,,19.62,9.14,4.67,247,Poor
Ahmedabad,30/08/2016,2016,August,30,Monsoon,46.68,10.08,9.3,19.73,,17.77,15.97,2.98,235,Poor
Ahmedabad,31/08/2016,2016,August,31,Monsoon,44.59,10.47,7.39,17.86,,17.62,11.2,2.88,234,Poor
Ahmedabad,01/09/2016,2016,September,1,Monsoon,30.81,9.36,7.86,17.22,,17.58,15.72,1.96,217,Poor
Ahmedabad,02/09/2016,2016,September,2,Monsoon,47.67,9.63,8.39,18.02,,16.95,18.89,2.41,222,Poor
Ahmedabad,03/09/2016,2016,September,3,Monsoon,35.69,9.38,8.14,18.2,,16.72,14.63,1.77,241,Poor
Ahmedabad,04/09/2016,2016,September,4,Monsoon,36.44,9.59,7.07,16.66,,17.76,14.99,1.53,225,Poor
Ahmedabad,05/09/2016,2016,September,5,Monsoon,33.83,10.14,7.82,18.27,,17.93,13.9,1.49,241,Poor
Ahmedabad,06/09/2016,2016,September,6,Monsoon,34.23,10.17,7.14,17.3,,18.76,13.79,1.35,237,Poor
Ahmedabad,07/09/2016,2016,September,7,Monsoon,52.15,10.7,7.15,17.85,,16.32,14.67,2.75,251,Poor
Ahmedabad,08/09/2016,2016,September,8,Monsoon,35.99,9.91,8.65,18.56,,19.29,18.16,1.77,220,Poor
Ahmedabad,09/09/2016,2016,September,9,Monsoon,37.93,9.75,9.2,18.95,,19.07,15.42,2.23,221,Poor
Ahmedabad,10/09/2016,2016,September,10,Monsoon,31.94,9.5,7.84,17.34,,16.87,14.27,1.12,226,Poor
Ahmedabad,11/09/2016,2016,September,11,Monsoon,18.04,7.3,7.02,17.19,,15.49,19,0.61,208,Poor
Ahmedabad,12/09/2016,2016,September,12,Monsoon,27.9,9.52,9.55,21.06,,14.48,21.74,1.28,190,Moderate
Ahmedabad,13/09/2016,2016,September,13,Monsoon,36.51,10.07,10.68,21.06,,18.22,22.56,1.53,250,Poor
Ahmedabad,14/09/2016,2016,September,14,Monsoon,55.71,11.17,12.86,24.03,,17.75,21.14,2.55,280,Poor
Ahmedabad,15/09/2016,2016,September,15,Monsoon,57.01,13.68,11.99,25.67,,18.36,20.81,3,306,Very Poor
Ahmedabad,16/09/2016,2016,September,16,Monsoon,53.94,10.01,12.54,22.55,,18.85,24.79,2.72,249,Poor
Ahmedabad,17/09/2016,2016,September,17,Monsoon,49.34,9.75,8.67,18.43,,15.82,26.39,2.02,213,Poor
Ahmedabad,22/09/2016,2016,September,22,Monsoon,39.43,12.67,10.1,22.77,,16.95,11.63,4.34,268,Poor
Ahmedabad,23/09/2016,2016,September,23,Monsoon,42.33,11.31,9.31,20.62,,19.61,15.38,3.78,267,Poor
Ahmedabad,24/09/2016,2016,September,24,Monsoon,26.75,9.8,6.77,16.57,,19.37,17.5,1.94,216,Poor
Ahmedabad,25/09/2016,2016,September,25,Monsoon,34.16,9.66,5.46,15.12,,18.59,17.44,0.63,212,Poor
Ahmedabad,26/09/2016,2016,September,26,Monsoon,30.07,9.82,5.73,15.55,,18.28,17.65,1.65,214,Poor
Ahmedabad,27/09/2016,2016,September,27,Monsoon,25.54,9.5,5.56,15.63,,15.28,16.47,1.1,222,Poor
Ahmedabad,28/09/2016,2016,September,28,Monsoon,38.47,10.63,5.7,16.34,,17.44,17.34,1.28,216,Poor
Ahmedabad,29/09/2016,2016,September,29,Monsoon,42.55,10.36,6.59,16.95,,17.85,20.24,1.28,236,Poor
Ahmedabad,30/09/2016,2016,September,30,Monsoon,38.1,10.2,7.04,17.24,,18.46,16.83,1.6,225,Poor
Ahmedabad,01/10/2016,2016,October,1,Post-Monsoon,27.22,12.02,6.34,18.36,,17.38,12.94,1.25,231,Poor
Ahmedabad,02/10/2016,2016,October,2,Post-Monsoon,41.81,10.75,9.77,20.52,,18.03,22.44,1.4,298,Poor
Ahmedabad,03/10/2016,2016,October,3,Post-Monsoon,75.03,11.23,9.47,20.7,,17.61,41.28,1.76,267,Poor
Ahmedabad,06/10/2016,2016,October,6,Post-Monsoon,75.06,14.78,6.35,21.13,,19.31,6,4.41,301,Very Poor
Ahmedabad,07/10/2016,2016,October,7,Post-Monsoon,85.36,14.48,7.59,22.5,,7.63,20.62,3.14,311,Very Poor
Ahmedabad,08/10/2016,2016,October,8,Post-Monsoon,124.97,13.2,9.72,22.91,,6.74,26.4,2.99,313,Very Poor
Ahmedabad,09/10/2016,2016,October,9,Post-Monsoon,86.63,11.74,6.39,18.13,,9.97,20.38,0.36,267,Poor
Ahmedabad,10/10/2016,2016,October,10,Post-Monsoon,70.34,11.25,7.1,18.35,,12.49,20.13,0,232,Poor
Ahmedabad,11/10/2016,2016,October,11,Post-Monsoon,50.49,10.91,5.04,15.95,,13.29,22.39,0,229,Poor
Ahmedabad,12/10/2016,2016,October,12,Post-Monsoon,42.25,11.07,6.55,17.62,,9.61,24.3,0,227,Poor
Ahmedabad,13/10/2016,2016,October,13,Post-Monsoon,48.23,11.09,9.01,19.25,,18.51,18.52,0.01,236,Poor
Ahmedabad,14/10/2016,2016,October,14,Post-Monsoon,138.94,10.27,16.9,27.16,,,37.01,0,326,Very Poor
Ahmedabad,15/10/2016,2016,October,15,Post-Monsoon,155.68,16.66,19.69,36.35,,,33.7,0,395,Very Poor
Ahmedabad,16/10/2016,2016,October,16,Post-Monsoon,120.35,20.67,16.95,37.63,,,29.53,0,450,Severe
Ahmedabad,17/10/2016,2016,October,17,Post-Monsoon,140.81,18.56,19.3,37.86,,15.83,31.21,0,450,Severe
Ahmedabad,18/10/2016,2016,October,18,Post-Monsoon,87.09,10.15,13.98,24.12,,18.17,29.43,3.79,315,Very Poor
Ahmedabad,19/10/2016,2016,October,19,Post-Monsoon,83.57,7.8,10.61,18.41,,19.72,30.68,3.77,213,Poor
Ahmedabad,20/10/2016,2016,October,20,Post-Monsoon,75.41,12.23,11.07,23.3,,26.31,37.64,4.07,263,Poor
Ahmedabad,21/10/2016,2016,October,21,Post-Monsoon,106.86,9.38,10.22,19.6,,,36.65,3.81,355,Very Poor
Ahmedabad,22/10/2016,2016,October,22,Post-Monsoon,96.53,9.03,10.8,19.83,,26.45,33.14,4.92,362,Very Poor
Ahmedabad,23/10/2016,2016,October,23,Post-Monsoon,76.96,6.95,9.04,16,,28.44,41.7,2.06,236,Poor
Ahmedabad,24/10/2016,2016,October,24,Post-Monsoon,73.05,7.04,8.37,15.4,,,40.57,2.35,192,Moderate
Ahmedabad,25/10/2016,2016,October,25,Post-Monsoon,72.52,7.31,9.14,16.45,,28.08,32.65,1.76,230,Poor
Ahmedabad,26/10/2016,2016,October,26,Post-Monsoon,109.22,11.05,13.21,24.26,,,33.06,3.87,278,Poor
Ahmedabad,27/10/2016,2016,October,27,Post-Monsoon,122.63,18.84,16.36,35.2,,24.52,31.59,4.44,390,Very Poor
Ahmedabad,28/10/2016,2016,October,28,Post-Monsoon,,19.66,18.38,38.03,,,33.34,6.05,450,Severe
Ahmedabad,29/10/2016,2016,October,29,Post-Monsoon,,29.49,25.41,54.9,,,15.74,,450,Severe
Ahmedabad,30/10/2016,2016,October,30,Post-Monsoon,,26.06,18.2,44.25,,23.81,41,,450,Severe
Ahmedabad,31/10/2016,2016,October,31,Post-Monsoon,,16.39,15.28,31.68,,,41.24,3.52,450,Severe
Ahmedabad,01/11/2016,2016,November,1,Post-Monsoon,,12.95,13.35,26.31,,19.34,50.18,2.21,450,Severe
Ahmedabad,02/11/2016,2016,November,2,Post-Monsoon,,11.74,14.79,26.54,,16.14,47.43,2.23,450,Severe
Ahmedabad,03/11/2016,2016,November,3,Post-Monsoon,152.03,10.97,12.7,23.67,,16.78,56.43,1.56,390,Very Poor
Ahmedabad,04/11/2016,2016,November,4,Post-Monsoon,,7.51,12.78,20.66,,,35,0.79,361,Very Poor
Ahmedabad,11/10/2017,2017,October,11,Post-Monsoon,61.72,,,36.6,,,9.73,4.67,105,Moderate
Ahmedabad,21/10/2017,2017,October,21,Post-Monsoon,126.57,,,46.52,,,27.85,,319,Very Poor
Ahmedabad,22/10/2017,2017,October,22,Post-Monsoon,59.26,,,28.25,,,26.22,5.08,146,Moderate
Ahmedabad,23/10/2017,2017,October,23,Post-Monsoon,51.72,,,34.62,,,24.71,5.35,80,Satisfactory
Ahmedabad,24/10/2017,2017,October,24,Post-Monsoon,67.4,,,37.53,,,19.89,,102,Moderate
Ahmedabad,25/10/2017,2017,October,25,Post-Monsoon,79.49,,28.34,,,,18.21,,450,Severe
Ahmedabad,26/10/2017,2017,October,26,Post-Monsoon,112.25,,36.61,,,,23.6,,450,Severe
Ahmedabad,27/10/2017,2017,October,27,Post-Monsoon,133.07,,51.06,,,,32.46,,450,Severe
Ahmedabad,28/10/2017,2017,October,28,Post-Monsoon,93.96,,46.94,,,,6.36,,450,Severe
Ahmedabad,29/10/2017,2017,October,29,Post-Monsoon,93.7,,53.13,,,,21.54,,450,Severe
Ahmedabad,03/11/2017,2017,November,3,Post-Monsoon,96.65,24.81,67.28,66.67,,,33.84,,450,Severe
Ahmedabad,04/11/2017,2017,November,4,Post-Monsoon,107.09,16.58,,59.61,,,44.5,,450,Severe
Ahmedabad,05/11/2017,2017,November,5,Post-Monsoon,119.02,17.91,,53.51,,,77.28,,450,Severe
Ahmedabad,06/11/2017,2017,November,6,Post-Monsoon,83.86,36.74,,67.88,,,52.82,,450,Severe
Ahmedabad,07/11/2017,2017,November,7,Post-Monsoon,72.67,,,,,,27.74,,450,Severe
Ahmedabad,08/11/2017,2017,November,8,Post-Monsoon,94.32,,,,,,55.03,,450,Severe
Ahmedabad,09/11/2017,2017,November,9,Post-Monsoon,89,38.8,,,,,42.9,,450,Severe
Ahmedabad,10/11/2017,2017,November,10,Post-Monsoon,85.35,,,,,,62.31,,450,Severe
Ahmedabad,11/11/2017,2017,November,11,Post-Monsoon,101.25,,,,,,58.29,,450,Severe
Ahmedabad,12/11/2017,2017,November,12,Post-Monsoon,90.02,,,,,,67.89,0,450,Severe
Ahmedabad,13/11/2017,2017,November,13,Post-Monsoon,119.17,,,,,,48.07,,450,Severe
Ahmedabad,14/11/2017,2017,November,14,Post-Monsoon,,,,,,,37.21,,450,Severe
Ahmedabad,15/11/2017,2017,November,15,Post-Monsoon,148.83,,29.79,48.57,,,36.02,,450,Severe
Ahmedabad,16/11/2017,2017,November,16,Post-Monsoon,85.32,5.06,31.48,15.88,,,28.71,,195,Moderate
Ahmedabad,17/11/2017,2017,November,17,Post-Monsoon,143.07,5.85,73.39,40.17,,,42.6,,291,Poor
Ahmedabad,18/11/2017,2017,November,18,Post-Monsoon,140.88,6.11,76.05,41.66,,,26.06,,313,Very Poor
Ahmedabad,19/11/2017,2017,November,19,Post-Monsoon,99.77,10.23,73.33,43.4,,,37.6,,333,Very Poor
Ahmedabad,20/11/2017,2017,November,20,Post-Monsoon,119.99,6.84,73.41,40.92,,,48.09,,338,Very Poor
Ahmedabad,21/11/2017,2017,November,21,Post-Monsoon,111.92,15.17,,50.89,,,62.34,,371,Very Poor
Ahmedabad,22/11/2017,2017,November,22,Post-Monsoon,96.51,15.07,,52.25,,,74.34,,450,Severe
Ahmedabad,23/11/2017,2017,November,23,Post-Monsoon,80.52,24,,60.87,,,55.49,3.34,450,Severe
Ahmedabad,24/11/2017,2017,November,24,Post-Monsoon,92.8,,,,,,55.83,4.01,450,Severe
Ahmedabad,25/11/2017,2017,November,25,Post-Monsoon,102.26,37.88,,,,,45.65,2.18,450,Severe
Ahmedabad,26/11/2017,2017,November,26,Post-Monsoon,108.19,,,,,,47.4,,450,Severe
Ahmedabad,27/11/2017,2017,November,27,Post-Monsoon,93.87,,,,,,43.8,5.13,450,Severe
Ahmedabad,28/11/2017,2017,November,28,Post-Monsoon,109.53,,,,,,43,,450,Severe
Ahmedabad,29/11/2017,2017,November,29,Post-Monsoon,79.34,14.63,,62.78,,,54.62,,450,Severe
Ahmedabad,30/11/2017,2017,November,30,Post-Monsoon,93.05,40.22,,76.19,,,60.03,,450,Severe
Ahmedabad,01/12/2017,2017,December,1,Winter,85.51,30.39,,70.53,,,40.02,,450,Severe
Ahmedabad,02/12/2017,2017,December,2,Winter,80.89,6.14,71.52,39.47,,,78.13,,330,Very Poor
Ahmedabad,03/12/2017,2017,December,3,Winter,58.62,5.49,61.64,34.16,,,,,205,Poor
Ahmedabad,04/12/2017,2017,December,4,Winter,68.53,5.78,61.38,34.25,,,,,164,Moderate
Ahmedabad,05/12/2017,2017,December,5,Winter,81.38,5.9,55.07,31.27,,,39.29,,187,Moderate
Ahmedabad,06/12/2017,2017,December,6,Winter,56.54,5.46,32.13,19.75,,,66.39,,149,Moderate
Ahmedabad,07/12/2017,2017,December,7,Winter,74.08,7.19,57.73,33.53,,,40.27,,215,Poor
Ahmedabad,08/12/2017,2017,December,8,Winter,62.76,5.58,62.02,34.05,,,83.18,,284,Poor
Ahmedabad,09/12/2017,2017,December,9,Winter,86.09,5.9,72.14,39.59,,,59.39,,167,Moderate
Ahmedabad,10/12/2017,2017,December,10,Winter,59.74,26.28,,57.23,,,42.01,,337,Very Poor
Ahmedabad,11/12/2017,2017,December,11,Winter,87.13,28.06,56.52,48.51,,,53.61,,450,Severe
Ahmedabad,12/12/2017,2017,December,12,Winter,52.15,15.98,65.44,43.85,,,58.81,1.82,295,Poor
Ahmedabad,13/12/2017,2017,December,13,Winter,67.51,20.79,,58.85,,,51.5,0.99,450,Severe
Ahmedabad,14/12/2017,2017,December,14,Winter,70.08,11.42,,48.35,,,61.73,0.74,343,Very Poor
Ahmedabad,15/12/2017,2017,December,15,Winter,86.9,7.54,76.2,42.8,,,72.02,,250,Poor
Ahmedabad,16/12/2017,2017,December,16,Winter,77.34,6.33,61.41,34.68,,,75.64,,232,Poor
Ahmedabad,17/12/2017,2017,December,17,Winter,65.93,5.7,45.55,26.48,,,,,174,Moderate
Ahmedabad,18/12/2017,2017,December,18,Winter,66.58,7.16,62.16,35.66,,,66.87,,198,Moderate
Ahmedabad,19/12/2017,2017,December,19,Winter,62.24,17.88,,56.59,,,48.64,,340,Very Poor
Ahmedabad,20/12/2017,2017,December,20,Winter,62.07,8.72,72.18,41.72,,,56.86,,355,Very Poor
Ahmedabad,21/12/2017,2017,December,21,Winter,72.04,7.78,73.92,41.87,,,73.53,,246,Poor
Ahmedabad,22/12/2017,2017,December,22,Winter,67.44,5.95,62.74,35.05,,,,,216,Poor
Ahmedabad,23/12/2017,2017,December,23,Winter,77.76,25.81,,57.77,,,79.46,,306,Very Poor
Ahmedabad,24/12/2017,2017,December,24,Winter,96.71,19.89,,64.15,,,54.97,,450,Severe
Ahmedabad,25/12/2017,2017,December,25,Winter,75.14,29.6,,65.84,,,67.14,,450,Severe
Ahmedabad,26/12/2017,2017,December,26,Winter,69.27,15.17,,52.7,,,65.28,,450,Severe
Ahmedabad,27/12/2017,2017,December,27,Winter,71.54,26.95,,63.56,,,65.58,,450,Severe
Ahmedabad,28/12/2017,2017,December,28,Winter,104.13,,,,,,58.08,,450,Severe
Ahmedabad,29/12/2017,2017,December,29,Winter,88.93,30.55,,68.26,,,61.52,,450,Severe
Ahmedabad,30/12/2017,2017,December,30,Winter,82.03,14.9,,56.06,,,65.25,,450,Severe
Ahmedabad,31/12/2017,2017,December,31,Winter,84.43,6.85,74.68,41.54,,,,,343,Very Poor
Ahmedabad,01/01/2018,2018,January,1,Winter,84.46,7.58,,48.4,,,69.02,,278,Poor
Ahmedabad,02/01/2018,2018,January,2,Winter,76.51,9.26,,44.32,,,,,256,Poor
Ahmedabad,03/01/2018,2018,January,3,Winter,63.88,13.87,69.32,44.16,,,,,300,Poor
Ahmedabad,04/01/2018,2018,January,4,Winter,81.1,19.42,,67.15,,,65.69,,450,Severe
Ahmedabad,05/01/2018,2018,January,5,Winter,73.61,25.96,,,,,36.51,,450,Severe
Ahmedabad,06/01/2018,2018,January,6,Winter,75.79,31.55,,,,,41.95,,450,Severe
Ahmedabad,07/01/2018,2018,January,7,Winter,77.87,23.19,,,,,50.46,,450,Severe
Ahmedabad,08/01/2018,2018,January,8,Winter,77.72,8.91,,72.82,,,48.73,,450,Severe
Ahmedabad,09/01/2018,2018,January,9,Winter,66.89,5.86,,49.53,,,68.56,,216,Poor
Ahmedabad,10/01/2018,2018,January,10,Winter,74.57,16.31,,77.31,,,55.23,,316,Very Poor
Ahmedabad,11/01/2018,2018,January,11,Winter,89.1,,,,,,59.41,,450,Severe
Ahmedabad,12/01/2018,2018,January,12,Winter,110.34,30.4,,,,,47.58,,450,Severe
Ahmedabad,13/01/2018,2018,January,13,Winter,82.53,20.58,,,,,43.23,,450,Severe
Ahmedabad,14/01/2018,2018,January,14,Winter,108.01,22.69,,,,,10.99,,450,Severe
Ahmedabad,15/01/2018,2018,January,15,Winter,92.94,14.34,,66.44,,,51.68,,450,Severe
Ahmedabad,16/01/2018,2018,January,16,Winter,87.3,,,,,,12.21,,450,Severe
